gene,logFC,p_value
TMEM69,-0.027408785823022086,0.36774411247345573
SLC39A14,-0.02738589453910567,0.36837101873711753
TRIP12,-0.031648325573561564,0.36867948676544626
DRAM2,-0.031592248843237414,0.36904309353053344
TGFB1,-0.03875741377721997,0.3692958933039871
GOT1,0.028627043471778357,0.37040987255079644
POFUT2,-0.02054243900038255,0.3710419847544312
ZNF33B,-0.021917833683532173,0.3710664080164803
LENG8,-0.024407647625567463,0.37130366189288355
CBWD2,-0.02144617013663641,0.3717079218035174
FKBP10,-0.033504070666299235,0.371790831848367
MROH1,-0.02350097749380886,0.37234754428529143
CBS,0.024343968550343043,0.3733810144296457
RPL15,0.016308976067350045,0.3734269378560296
ALDH3A2,-0.02738842311366163,0.37364515381001856
SNX21,0.026499206199831704,0.37364515381001856
DNAJC24,-0.023372117120033842,0.3736564529781815
MCC,0.02106902605780725,0.3736961757076303
C6orf203,-0.02258577662401251,0.3736961757076303
TUSC2,0.040868377242732734,0.37537167585610165
KIAA0196,-0.02117852246991614,0.37539041913998505
RPP40,-0.02352150405829434,0.37568608251890795
DALRD3,-0.028843021730859064,0.37577607079159797
MEF2A,0.023020471495735606,0.37608244739999913
SKI,-0.022305056485713237,0.3765847385510715
SEC23A,-0.027770295903605025,0.3771654008794176
NXT2,-0.02373496312722967,0.3782060049689892
RPL13,0.014400384779621689,0.3791299806073107
FAM127B,-0.0399172324381567,0.37929205552603573
DEDD2,0.02658133547248287,0.37929205552603573
ZRANB2,0.036982787050795274,0.3793626016475057
CHIC2,0.030087101174236963,0.37940343659367626
PHLDA1,-0.04108719435761987,0.37965156503338776
ATF1,-0.026723270597561744,0.37965156503338776
PICALM,-0.035311525806953625,0.38106384672317795
PYCR2,-0.030907629231229805,0.3810815916937046
PIAS2,-0.020433745114381452,0.3814195431703649
EHD1,0.032688218947742875,0.3817779915042937
TMEM186,-0.021299582423363717,0.381911049952151
NUP98,-0.02624459870750684,0.381911049952151
S100A4,-0.03245886986679025,0.381911049952151
SYVN1,-0.021913158924138365,0.3821983612354902
PELO,0.028823436795390123,0.3822262806286515
DSP,0.03039186885234546,0.3823641359521045
SEC23B,-0.026195070214163785,0.3823641359521045
CREB3L2,-0.028973555022824726,0.3826512050278994
C10orf32,0.029682319714633643,0.38308202187234175
DNAJA2,-0.034446832139138905,0.3834430160963995
SPRY2,0.024023272900270953,0.3834430160963995
SAMD8,-0.020872283817638504,0.3835530646980514
EHBP1,-0.02438449601417325,0.3838097691472755
MED13L,-0.023662194375319245,0.3846344853303453
MAP1S,-0.022423614000183,0.38493733070303277
GPR107,-0.02432654007346713,0.38545193983562226
TSPAN31,-0.024426352152423725,0.3856851963028137
RSPH3,-0.021404957191160534,0.38752682489906365
DYM,-0.019300972931167948,0.3876910679634115
DERA,0.03743211931517987,0.3877156289479969
MGAT1,-0.03731049585396562,0.3878660441130117
MXRA7,-0.03249833139932523,0.38792563345347714
CRBN,-0.024863859187536086,0.38840226810323286
BRE,-0.024849891173835736,0.38840226810323286
SOX4,-0.04181652188915841,0.3884918682818028
TNFSF10,-0.021122121462565424,0.38896684022470523
ZDHHC24,0.03550119394446849,0.38912569593347857
RGMB,-0.023442966787818875,0.3891947903808143
TUBB2A,0.03031986886631355,0.3892404799486909
FBLN1,-0.020458294832097934,0.3896894772663566
TOX4,-0.03402705081805024,0.3897996374648814
TMCO1,-0.03935011872501981,0.3902638290054363
LARP1B,-0.024011713308248694,0.39040858965994096
TCEB3,-0.03632772983342303,0.39040858965994096
POLL,-0.020178205091455403,0.3909898303211715
LPIN2,-0.022088713794492953,0.39189863009539044
PGRMC2,-0.03427961003451685,0.39210724823048043
EEA1,-0.029656045510424,0.39210724823048043
DCTD,-0.03825253151429653,0.39212260414701083
ENC1,-0.02712917641875201,0.3938244533369133
PRDX5,-0.03249831419247329,0.39443505236267856
ING3,-0.020650034810895335,0.39455436702272895
HSPA1A,-0.026603955654953992,0.39459440266258494
SIRT2,-0.027778847730607126,0.3947428057973443
RANGAP1,-0.03221912355916157,0.39487806928576014
ATP6V0A1,-0.024299982714073742,0.3953815408824732
CAMK2D,-0.019434409410218123,0.39557851630204
FAM210B,0.036850387757477954,0.3960225981105471
OSTM1,0.024589588085305536,0.3969673038087995
AZI2,-0.033640691492325736,0.3969996592876596
OSMR,0.021462655062009617,0.39713085357436273
F2RL1,-0.02187139878720945,0.3974837092144626
HSP90B1,0.04235263233630615,0.39764320977027345
ANKRD37,-0.0214388939439889,0.3978228626131064
GALNT11,0.027518421862145814,0.3980040361995691
FUBP3,0.027115937130732348,0.3985628174500396
RNF13,-0.03020703423757176,0.40023522717798105
TGIF1,0.034461088512920846,0.4006953337838328
ISG20,-0.029522408625934915,0.40145520425614584
ATP9A,-0.020733194581627146,0.40145520425614584
TRIP6,0.035963196847455414,0.4016780259250925
POC1B,-0.01862213634352905,0.40216660862273373
GTF2H3,-0.023897259116085756,0.40269274319042403
SSR2,-0.036929300640359486,0.40320120378413116
TSPAN14,-0.028879244307059793,0.40337995084251016
SYNE2,-0.024894509077981297,0.40344430589638675
LMO7,0.02558687095028933,0.4041071659881158
IER5L,-0.019058635283294656,0.40482121391403725
POLR1A,-0.02164406015324971,0.40502763162894967
EIF3L,-0.038874490468089995,0.40502763162894967
AGO3,-0.024326269847946946,0.4050666300631801
PPIF,-0.03649223297764337,0.4051339701069595
RBPJ,-0.03414964427395528,0.4053104044203
ANXA5,0.0377831249210443,0.40547359985536746
FRMD4A,-0.023237174106927938,0.40607980304494595
HIF1A,-0.03451753983765116,0.40642132393860175
IFNGR1,-0.020967217672290595,0.40642132393860175
UNKL,-0.023959476310037253,0.40653174671249337
EIF3K,-0.03468148287596762,0.40677497510815097
INO80B,-0.025182463387774412,0.40748313963921673
BAG3,0.0298901287234008,0.40748313963921673
CENPT,-0.022240341390768137,0.40757489569060124
KIF3A,-0.019632647492348276,0.4076908318714496
FBXO33,-0.020783379337543373,0.4078308427099519
VRK2,-0.020517843305768224,0.4081052304927225
BMP4,-0.01642131725420004,0.40923702989878125
PRKAG1,0.028660686986741624,0.4094419953736518
ERN1,-0.019536342494770764,0.4094419953736518
STAT3,0.03541710516894625,0.4097826884540727
ITPRIPL2,0.0224740865479518,0.4102859876186552
ADNP2,-0.020429048580767883,0.41105782161959786
ZNF721,-0.020732307349091705,0.4110738675335609
OCIAD1,-0.03651584849250877,0.41217627500976345
USP53,-0.02022197628060507,0.41265262648999307
SUV420H1,-0.029677352073147034,0.4135032771097719
PVRL3,0.02083620938314734,0.4135326444057205
LY6K,0.024501415429014628,0.4139955929299016
LINC00909,-0.019117297900371533,0.4140745164487821
HTRA2,-0.029431653429029758,0.4141906686838139
ANKRD29,-0.01838432953172564,0.41426884559237187
ZFP64,-0.022202908219560058,0.4143382730543992
RBM14,-0.029313696603933792,0.41447550049814846
VPS26A,-0.02944106516605327,0.41447550049814846
NUDCD1,-0.021955986125339777,0.41566479573201554
GSR,-0.017869338923656386,0.4157623677970104
TSG101,-0.03267365856610116,0.4161151201236678
SLC29A1,-0.024038720425791915,0.41641665017146345
TRIM27,-0.030210606974219623,0.4173131966285483
STEAP1,-0.021835281981908317,0.4189704548568894
POP1,-0.022584178135493183,0.41951558113370074
TINF2,-0.029272928247999097,0.41997669800619547
EPC1,-0.030400627375408718,0.4200887422142953
LMNA,0.03667047835084869,0.4200887422142953
NAPG,0.027848252921328864,0.42022138414998267
P4HA1,-0.025814345430609897,0.4209085498020799
SPTSSA,-0.036976332648666066,0.4209085498020799
CHST3,-0.019488796728785118,0.42099999519463294
THOC1,-0.019283286653006826,0.42099999519463294
KHDRBS3,-0.023317393045002355,0.42111287967086913
DGCR6,-0.022323134997435545,0.4212237792313523
NUDT19,-0.02716716331577196,0.42128328410408306
PHYKPL,-0.026114981508143842,0.4229438416083474
RNF166,-0.024156032907953318,0.4229438416083474
DDX27,-0.032108724902946584,0.4232395411381417
PRKCZ,0.021323155840094365,0.4232770457842883
P4HB,0.03406748706649143,0.42335204014543104
MRPL52,0.031729476752555996,0.42337017283085554
EFTUD2,-0.02987301265480191,0.423940731340595
DAP3,0.035923066127293346,0.4245879125764318
NFKB1,-0.0267074516432384,0.42564910924141386
TEFM,-0.01959578472706447,0.4256673359597456
GNPTG,-0.022032808468435583,0.4260021873184427
SNAI2,0.026126628661558016,0.4270855959245129
TMEM134,-0.03667223624069038,0.4279273032079067
LINC00973,0.024199782260060587,0.42824970794970074
NR3C1,-0.030148879525725647,0.428993481234501
MSN,-0.034356873593415216,0.4295496401547904
ZNF581,-0.02939137660148461,0.4295496401547904
RAD51C,0.033076742937060644,0.43296954442538665
XPA,-0.024281743204522144,0.43364936435148205
CTC-228N24.3,-0.028770037833768747,0.4340122159331297
POM121C,-0.025518112205333843,0.4341496037724764
TMEM9B,-0.0345198208731432,0.4341496037724764
IDH3G,0.032305978289022264,0.4341496037724764
ARL8A,-0.024401455648860093,0.4342130226660128
CALD1,0.03375023119447906,0.4342130226660128
SDHA,0.03331590976833443,0.4342130226660128
DCAF8,-0.02157709685500553,0.43453348535421493
MICALL2,-0.01898072337198542,0.43457000944501956
CTSL,-0.029271804277324343,0.43516832291640095
CLDN3,-0.022423855573198814,0.4354700002805561
ABHD5,0.023013186715876266,0.4361159394547091
PSMC1,0.036190499763944395,0.43744596263205665
RP13-463N16.6,-0.01917666392010009,0.4374622310901424
LINC01003,-0.022357363404573505,0.437779634996595
DDX31,-0.018278927447537008,0.4380366829533687
MBNL2,-0.018810635008109422,0.43812658018408984
AL592183.1,0.02013158022074002,0.4385923396590154
TMEM41B,-0.02765098167535207,0.4390823443078087
ZBTB25,0.018587003286479664,0.4400539078911172
C8orf58,-0.01734823642377048,0.4404461016521905
APOL2,-0.02346572119608492,0.4404461016521905
TMEM132A,-0.02407401159914624,0.4404827614546961
TATDN3,-0.017537870228352404,0.4415003442606308
CDA,0.028617029232091085,0.44259804303606015
HIP1R,-0.018477412546344496,0.4427487895790263
TMEM179B,-0.03551133169115861,0.4429489506509131
SEL1L,-0.020504840904021826,0.44624404166762904
MKLN1,-0.022729986106797995,0.44624404166762904
EDEM2,-0.024462284194261663,0.44624404166762904
NDFIP2,0.027340098088182607,0.44752914505499375
MFHAS1,-0.02094892941532045,0.44752914505499375
C16orf58,-0.019397927083059763,0.4476388857764799
FOXP4,-0.023436048419905653,0.4478572852148771
DDB1,-0.029964362574017578,0.4484064395579676
ARL5B,0.01768309920598643,0.4485540839129656
IL6ST,-0.027425366061553547,0.44926207788030065
FLJ27365,-0.020541113060408733,0.44967758725883455
CDC37L1,-0.01862913177297898,0.4499648260019139
IQGAP1,-0.032525777811645895,0.4506503485416913
SEC13,0.032237129050750823,0.4506935638595166
ARHGAP1,-0.025715664248791903,0.4506935638595166
SH3GLB1,0.03447067415387828,0.4506935638595166
POLR3D,-0.026005693253975615,0.45102292706051317
IMMT,-0.027475068212286402,0.45121091710805683
HOXA9,-0.01764108921450358,0.4520574892420854
CCDC174,-0.021545819204215277,0.45322233665371003
DYNLRB1,-0.03081050286738929,0.4538028311903722
FBXL3,-0.01800244282049679,0.4539131100438075
RRAGD,-0.019381690411384156,0.45405544360761535
PVRL1,-0.022985796998309382,0.4542001054214924
REV3L,0.02025195036138694,0.4543904859139176
FOSL2,0.025439133941044467,0.4545964995531497
ANKIB1,-0.027629121237606746,0.4547162916455076
B3GALNT2,-0.019646251776841872,0.4550782891782872
FAM83H,-0.023196374757779026,0.45640967470091426
SLC37A3,-0.018086232952647663,0.45667429527396647
DCUN1D1,-0.0267552990655906,0.4569444149847044
VCP,0.0328273420961569,0.4569496120342565
ZBED2,0.019500558444197402,0.4572543871175139
RARS,-0.0317597443841775,0.45726578005541735
GMDS,-0.021289808031157875,0.45740392162388266
JUP,0.026894592902433345,0.45743676285968854
SGK1,-0.02055182342305173,0.4580432950331872
R3HDM2,-0.022381505876871266,0.45806772924155376
CTSD,0.03585038797203577,0.4588495843554081
GPR126,-0.020519899163939925,0.4596703835532245
PINK1,0.0267611804878074,0.4598243137478319
OXNAD1,-0.0166665097738381,0.4598243137478319
MPI,-0.01896473717774949,0.46026801107195703
CA12,-0.017656000966711716,0.46066782095981856
SARNP,-0.017993803483000725,0.46078056189747096
C9orf85,-0.022065542178610897,0.4610924680795883
GOSR2,-0.029320375167301904,0.4612271669513457
IARS2,-0.02867544695974633,0.4613857006114104
XPO5,-0.020401293388678354,0.46205591139434876
UTP3,-0.02011086563425124,0.4624850419564893
PTPN12,-0.0318879807169159,0.46287000459116096
KRTCAP2,0.030393409002047456,0.4654049799613667
PCSK1N,0.029656805100621852,0.46549878547919055
WDFY1,-0.01957084390866548,0.4656347499789123
MFSD1,-0.02055788345401588,0.4666995155970841
BDNF,-0.021014660195896262,0.4666995155970841
CSNK2B,0.03426571750008023,0.4670646621697036
ALDH7A1,-0.01907151764389603,0.4670646621697036
SETD6,-0.016285623303736507,0.4670646621697036
ATF4,-0.03574926868498007,0.46714397078211645
HIBCH,0.020585562090751353,0.4674536226235952
ITM2C,-0.025643943043682782,0.4676238469376776
IFI16,0.02475442398826022,0.468497275700647
DNAJB14,-0.020257309508598276,0.468497275700647
SLC35B3,-0.020441690142670055,0.468497275700647
GNA15,0.019688712355546478,0.468497275700647
RPS6KA1,-0.018295642426071623,0.4687085801603388
PSMC4,0.03220811104456267,0.46903756501188965
NACA,-0.017881786705746805,0.46950914619592454
ANKRD49,-0.017901011726678462,0.47006350204701464
DPM3,0.027053771506719393,0.4700773972745617
MICALL1,0.022662069983873323,0.47012379957544076
CCND1,-0.03132060632021627,0.4702346551789646
CPSF3L,-0.025958681371176517,0.47025009968557047
ALG2,-0.0221746154998419,0.4703429422182091
DAD1,-0.03211844633157401,0.4705091975967344
AGAP1,-0.01659461510385629,0.47051113610495204
DUSP28,-0.016829048071087094,0.47074337133468513
KCNMA1,-0.026603145059324262,0.4714242997155842
CIR1,-0.024668576105291606,0.4714242997155842
FAM104A,0.032655588425271276,0.4717604074904799
HAGH,-0.03134529764314209,0.4723658818673012
YIPF2,-0.022851793167466994,0.4729601242205871
TMOD3,0.02927666828582076,0.47425825120555315
ASPSCR1,0.027206576177019492,0.4743202861706905
ANKH,0.02037551781671354,0.4743972861505489
DXO,-0.016773190887492184,0.4748988644801931
MMADHC,-0.03351749782090341,0.47509281779524887
TMX3,-0.018414646667094914,0.476305417841143
ACAP2,-0.023148244038862842,0.4763303857832477
LARP4B,-0.02183257538943284,0.4765610054979635
CRIP2,0.027807303425634977,0.4765610054979635
DNAJA1,-0.03371788232161155,0.4765875252517883
PGD,0.02713293298546926,0.4770607593827947
COQ10B,0.024042476434227744,0.4776435789845373
FKBP1A,-0.02378923073287531,0.47766635732920676
TATDN1,0.031001277520241288,0.47796398848114613
FOXJ3,-0.018454708803392172,0.4782300370637952
PAWR,-0.031966155006144525,0.47839190723953195
CPT1A,-0.01738484659357642,0.47903408443113876
ARCN1,-0.026636793241734402,0.47913415685246025
MTERFD2,-0.02504486883078183,0.4796084320130406
ZC3HAV1,-0.02652701426001247,0.4805487903453828
TRAK2,-0.016616150467087643,0.48080063525782124
FAM208B,-0.021814494340008928,0.48090943435635736
COL6A2,0.021868421506934688,0.48117698754535837
MYLK,-0.019572760909399634,0.48127125320211833
LINC00511,-0.022635454857489634,0.4815792364723486
PRRT3,-0.01674995322588213,0.48329725303519916
CLDN4,-0.027250015932767546,0.4841131853057436
TOM1L2,-0.01871471342665121,0.48466039581459786
PI4KB,-0.022348475013478364,0.48466039581459786
GAA,-0.017773522780428763,0.48542533396347165
RAB3B,0.02125474977059305,0.4857190362472187
EFHC1,-0.018628382975252045,0.48585477881506944
FBXO8,-0.016561841427372492,0.4859969047065418
SNN,-0.02102561336865527,0.4859969047065418
AKAP9,0.031069473430587635,0.4860014475443395
GSTZ1,-0.022916606172501908,0.4864691095474912
TXNL1,0.03167605897928549,0.48657590685699137
JMJD6,-0.022262807547810404,0.487756408968207
USP14,-0.02672771107038674,0.4882947322569286
SHC1,-0.03061903408842781,0.4882947322569286
PLXNB2,0.024485961637867426,0.48833749038306967
ATG4D,-0.026707373630439513,0.48833749038306967
RP11-392P7.6,-0.016276739607779867,0.4888119476206707
NDUFAF5,-0.020427130728569054,0.4890639234928659
OFD1,-0.01999111882233784,0.4890639234928659
SIPA1L1,-0.02062078646571308,0.48927332669569057
ISG15,0.037369366501164514,0.48927332669569057
TTC37,-0.022025857184410746,0.48964395188491994
KLHL18,0.020092476322348674,0.4899372891609371
FAM43A,-0.0162630468071141,0.49041178561508764
YKT6,-0.03237704997970514,0.4908193477923426
SSSCA1,-0.031557277109761195,0.4911962164371562
COG4,-0.01614772719923785,0.49143780974899987
ELP2,0.017899237459835682,0.4915979825292568
F3,0.02602614019910021,0.49164629286240386
KLHL8,-0.01556843171026756,0.49167621611190143
RPL7,0.014980970025355589,0.49202316196453283
TRIM24,-0.018124801954154002,0.4936921425458197
HK1,-0.02137386187730872,0.49412878998163784
PBX3,-0.017704576302636887,0.4942071491425305
DYNLT3,0.026560697617441065,0.4950313724579268
ETNK1,0.020984779197156023,0.49541285063489404
EHD2,0.02145978889215794,0.4955619492732092
USP31,-0.015686175071429886,0.49578714881656794
ZDHHC5,-0.01808502498555864,0.4967562664802009
C3orf38,-0.015179210922116049,0.49730842149965965
LCOR,-0.01747557577311376,0.4973906714870996
RRBP1,-0.031428022267309785,0.49759422271796994
GRIPAP1,-0.016799923378970405,0.4978651083467562
PABPC1,-0.020286376514068394,0.4990095637801186
RYBP,-0.01921486817014273,0.49901399018869397
GRB10,-0.01837364252831364,0.49934654239737447
KDM6B,-0.016187647980006936,0.499923698394121
COBLL1,0.016453816871723426,0.5006186468117702
SPON2,-0.013120264505887214,0.5007813030182782
MSTO1,-0.019868422801391894,0.500858934507402
PRPSAP2,0.018952024286828184,0.5011906728375379
ZNF292,-0.02152161039903877,0.5013675359059846
NPM1,0.02436528449310238,0.5013675359059846
USO1,0.024373791852745796,0.5022627025279162
ACO2,-0.029411929147666882,0.5032402330461996
CDH1,0.021323039629799645,0.5037355314220477
ANAPC13,0.031088617987694356,0.5037614763090694
LRP5,-0.016611565524299543,0.50408710212121155
CDK7,0.01831385723182155,0.5044567384768266
CDK2AP1,-0.017838125711920227,0.5044567384768266
L3HYPDH,0.01891044927244323,0.5045448343274187
FUBP1,-0.023052264564230818,0.5050418239478262
PCBP4,-0.02415195004948778,0.5055856977670139
C15orf48,0.026948082930654316,0.5056110441601028
RAB7A,0.030801774303489182,0.5058583667148939
CEBPZ,0.026382131176517554,0.5062318519824904
GOLGA3,-0.02329887852276258,0.506961589777799
PITPNC1,0.021280178844183872,0.5071079121107314
ARFIP1,-0.01586499637449368,0.5073699062187161
UBE2B,-0.03146523814088731,0.5074626678334974
C1D,-0.024531655447353806,0.5079196290357298
VPS51,-0.023996563314216957,0.5079697984284007
NOA1,0.018989356305857186,0.5084829950359109
GARS,0.02992776719960233,0.508574066379181
FAM172A,-0.017318447599637743,0.5092251789305409
CCDC59,-0.030722360275738936,0.5105458663965982
NIT1,-0.0183565878538694,0.5113200336948566
STK24,-0.028997583087742917,0.5119794323322094
GPN2,-0.019893045581817148,0.5122779253841256
PMPCB,0.023736433411438718,0.5127594352493752
SRPR,-0.023185816468106246,0.5132773461252025
PLEC,-0.030075595536290578,0.5132773461252025
RALB,-0.02619044955475669,0.5135704189033713
GOLT1B,0.026524816724937672,0.5139502811245971
GTPBP1,-0.015326667896917279,0.5139502811245971
C16orf72,-0.019267240798826357,0.5139502811245971
PAX8,-0.012958813915594725,0.514101516751342
PHKB,-0.02103072200948386,0.514470049181725
HSD17B1,-0.01482920186706771,0.514470049181725
DCP1A,0.020912159492706195,0.5164045968998658
ETV6,-0.016822729926260216,0.5164664610747275
PCNXL4,-0.01635669225149794,0.517385714535496
IGFBP3,0.025470432591021996,0.5182972043860513
TSTD3,-0.016567023447493945,0.5193669282835769
CPD,0.018499937047427473,0.5194566478140883
TRIB1,-0.018382762341706105,0.5197929498456005
GINM1,-0.02208986098301402,0.5197929498456005
RAB14,-0.025717716257993573,0.5197929498456005
WDR59,-0.01670539196424148,0.5204757652010237
DNAJC3,-0.027690687920141066,0.520759337589664
DDAH1,0.02190684234269913,0.5213290715646858
SLFN5,0.015865024275647066,0.5215209889309785
NAA30,-0.018976639161336628,0.5222963134006898
ATP6V1B2,-0.01823153084298923,0.5237884305682597
SRGN,0.01397906340381816,0.5246805941139088
BACE2,-0.024523969543683855,0.5253614921108395
FGF2,0.017223218764210735,0.5254302370083429
PDXDC1,-0.02300950554528125,0.5259376465255452
GMPPA,-0.019451490005742755,0.5265545202827283
HYOU1,-0.021328795291741365,0.5273218341748955
CITED4,-0.02292880194744651,0.5280893336726021
SNRNP27,0.02651315626843953,0.5298877987981208
DDX24,-0.028431265626814195,0.5302421803070173
WDR70,0.015341337711828551,0.5305241746882552
APOO,-0.02070321739775327,0.5306917869855663
JOSD2,-0.029447126796411816,0.5308239872512428
GTF2H5,-0.029187211148648196,0.5309261898182439
DLGAP1-AS1,0.017979293293755916,0.531783777046214
OSBPL2,-0.015964410033628695,0.5317982048781149
ITSN2,0.021239438299641478,0.5331946877264676
ATP5F1,0.02909715408911584,0.5334303196564035
ESRRA,-0.027444807335869292,0.5345356866504675
SNHG10,-0.021460154015796817,0.5348218082573563
XRN2,-0.027847369100457264,0.5349140072478352
LYST,0.016694633172380513,0.5353306163771518
TRPM2,-0.015896876317610165,0.5357119327947926
RPP21,-0.01595756406558113,0.5362646423925738
MT-CO2,0.01293842328241368,0.5366384088124827
NPEPL1,-0.01577821129053092,0.5381449839899572
BLVRB,0.02839790507383988,0.5383619453212365
HEXA,0.020893672502155347,0.539661868636967
ID2,0.02312493362291601,0.539944880553723
DDX50,-0.02165197626709503,0.5406528993494151
SCNM1,-0.025605743539864,0.5411131105227451
CYTH2,-0.02303056597809583,0.5417287498456076
NSF,-0.01587637621376814,0.5421796006648022
GPS2,-0.016253127833186554,0.5435611578627702
GABARAPL2,0.028452943875596937,0.5437311671688851
TDG,0.02564006923151485,0.544264759465833
PLD3,-0.023925373912615733,0.5456565700958204
BSPRY,-0.016189419758499746,0.5457973591659204
NKAP,-0.02663684473656147,0.5463125939342639
C6orf89,-0.024213214507985192,0.5463810029493601
ZBTB43,-0.016644774248876004,0.5486764282375008
KIF1B,-0.018599058765811805,0.5501748265763554
ARL4D,-0.01758068172405558,0.5502324236516833
NCEH1,-0.01852359590704289,0.5505647285501332
RBM19,-0.015510239330496667,0.5505647285501332
TCF7L2,-0.016240123870289835,0.5507108091267346
ATXN1,-0.014254691615989579,0.5509614072492864
OGFOD1,0.01788543546113619,0.551278621459881
C8orf76,-0.016823139752750293,0.5512970535016211
ZNF12,-0.018578428485466425,0.5512970535016211
ZNF185,0.017558090404473425,0.5513497130529444
TRAK1,-0.014487514987401973,0.5514673124715458
DDX1,0.025064667585072087,0.5514969071712826
HSPA4,-0.024106613376609687,0.5515736111327566
NSUN4,-0.013544602117166349,0.5515803071277514
NOP9,-0.01404398450484301,0.552139357115783
CTD-2256P15.2,0.01429722870195782,0.552139357115783
ZNF275,-0.01382066823981809,0.5531529752656424
UBXN1,-0.028235022008721522,0.5544581790986869
WBP4,-0.022721335019944888,0.5555768230906561
COX4I1,-0.01644271987415813,0.5573480213572778
CCNH,0.020393936285925562,0.5578056178357225
ACOT7,0.025028351722742315,0.5595369129526235
IP6K2,0.023361308095291022,0.5595369129526235
DKK3,0.01667792580743921,0.559945222456427
PI4K2B,-0.014922664226054927,0.5602332857230474
MTIF3,0.024636199253679436,0.5602332857230474
PANX1,0.014649928363179576,0.5605945452488068
HS3ST1,0.014782486440746645,0.5626903506191492
MRPS28,0.02474696185597125,0.5627796970890321
DLC1,-0.015946551918569973,0.5632891737938869
COG8,-0.013588021428247998,0.5633024274464361
C5orf28,-0.01405074076491708,0.5635874155654262
GLRX,-0.020629814229705445,0.563954586609026
OS9,0.02160748340962826,0.5640968591015821
FNTA,0.02432999179806483,0.5641176347615109
MICU1,-0.01795279542648398,0.5642847437221324
DCAF13,-0.023643192934007295,0.5645251346551473
PIP4K2B,-0.014917852019209477,0.5654689894114396
EVA1B,0.02315201948121892,0.5665064055599026
MYNN,-0.013859885070342415,0.5667986441649856
GHITM,0.02733476363867826,0.5675998192434726
PPAPDC1B,0.02258808401364476,0.5676212678481742
MARVELD3,-0.014225452242247805,0.5678185727601467
ARL14EP,-0.01813652226167317,0.5683153838912111
PML,-0.01815579039261639,0.56904919578308
ADK,0.022454923599407373,0.5690774594846121
MRPL49,-0.02372282283627669,0.569291468225214
SENP5,-0.022209596589591207,0.5696830490522993
TMC5,-0.013342773595019786,0.5699855375463299
SMAP2,-0.017595431807789552,0.570156916774003
N4BP2L2,-0.024693398822591917,0.5705195113155627
GLTP,-0.025351285794343426,0.5708785628401368
TES,-0.02194300054618914,0.5708785628401368
PPP1R13L,0.017095438815861286,0.5723763066066588
PHYH,0.015928630553200485,0.5726231647314483
AJUBA,-0.019729304732787334,0.5732280767458873
RPL18,-0.011941361292542751,0.5742322190964196
HIPK2,-0.019557598155009792,0.5742723338601194
CAPN7,0.01430018330283378,0.5751380033059168
ATP6V1E2,-0.013271607025796328,0.5760620932795892
MT-CO1,0.010017552608525548,0.5771321431251459
SEPT8,-0.01534204779859305,0.5771321431251459
ERO1L,-0.02474226983849981,0.5774161484952656
PDZK1IP1,0.015434887672855169,0.5803847609723513
SH3BGRL,-0.018799243611243632,0.5804113424217725
GADD45B,-0.020297902797618228,0.5812651195289429
VTI1A,-0.013426295498391028,0.5827100884807395
TUBA1A,-0.021142970607136213,0.582754913461894
SMNDC1,-0.015080372674044717,0.5831154800250417
MAP1LC3A,-0.017075647782278658,0.584269822630079
MITD1,-0.017499344441445963,0.5844164477003689
NOL6,-0.012849864059719884,0.584807569283023
PREPL,-0.014651983031057192,0.5856591056719977
CD46,-0.01766057153628786,0.5856914900913012
ATXN7,-0.013904355143420588,0.5861293980775086
ABR,-0.0163934456704391,0.5861872106271073
XBP1,-0.023417418207549723,0.5861914231395173
TP53BP2,-0.0140278292319449,0.5876888173266296
PSMB1,0.025758321709894894,0.5880446479091174
RP11-11N9.4,-0.015417375166778768,0.5880446479091174
KPNA1,0.017052402936784894,0.5893665056647215
AVPI1,0.021084641907073376,0.5893665056647215
HERPUD2,-0.016918242065001365,0.590346937039392
C3orf67,0.013626048496895748,0.5906379788251084
CYB5R1,-0.016393762968475833,0.5909593576901624
HSP90AB1,0.02094890042487485,0.5911909017104156
PDCD6IP,-0.017378842018692886,0.5928668882553314
FAM127A,0.024215515477819416,0.5937195911598087
DAK,-0.012825406834889641,0.5951153502155508
RPL9,0.012420666593206064,0.5956607821628569
RBAK-RBAKDN,-0.0149045111215802,0.5982692774428623
CDC42BPA,-0.018524079331561083,0.5984869500292743
C15orf57,0.013715242935504968,0.5989735782501162
UPF2,0.019301666412816942,0.5995178472177967
MOK,-0.01923108140373575,0.5999442837907594
C12orf49,-0.02257483061033394,0.6004936250098374
LIMK2,-0.01671572847167102,0.6006387845237295
NMD3,-0.017023297073839316,0.6006387845237295
IFITM3,-0.024422453525888344,0.6020506452201495
GDI1,0.023428652509351444,0.6028095301307661
ELOVL1,-0.024008651333660147,0.6029570125145762
PGLS,-0.025054103612302647,0.6048910139957728
PTPRF,-0.022009073665318013,0.6050995170871645
PPP1R9B,-0.014565238504520295,0.6058073723022375
UIMC1,-0.014155477037302688,0.6058073723022375
KLC1,-0.018014795514424087,0.6058073723022375
FNIP1,-0.014022317893545022,0.6058073723022375
KLF6,0.02503020764309749,0.6058940612814764
DDX5,-0.024845902461500202,0.6064929828715983
KLF13,-0.01584158990600848,0.6065334012555845
MPV17L2,0.014669086988805091,0.6065334012555845
CDS1,-0.013460467244630792,0.6067344710446709
