gene,logFC,p_value
COL4A3BP,-0.09262309869767194,3.8250989350532236e-4
AMPD2,-0.08398078942568699,3.8303001581362176e-4
GATAD2A,-0.127954654000054,3.866699549983321e-4
ERLEC1,-0.15272682044972985,3.87237550446917e-4
SMYD2,-0.13102096903931493,3.87237550446917e-4
NFE2L1,-0.13320398228280617,3.87237550446917e-4
NEDD8,-0.09691343224127813,3.890114146519656e-4
KMT2A,-0.12928815893092782,3.891906098156668e-4
SH2B1,-0.09171143775891011,3.891906098156668e-4
EBAG9,-0.13344722467751957,3.9117918256441814e-4
KCTD20,-0.11246975478159627,3.9219481932888935e-4
ADRM1,0.1463354900911149,3.934764497435408e-4
BDP1,-0.14392542966290556,3.9424403749627293e-4
PRPF38A,-0.135301747822397,3.9525846526825876e-4
PRR7,-0.14632418271096004,3.96266477966556e-4
HEBP2,-0.13782461889905306,3.986354751501534e-4
IFITM2,-0.1235383064944422,3.986354751501534e-4
CLNS1A,-0.1512075008977769,4.0030528879179435e-4
TAF7,-0.15519109361059158,4.058371932518259e-4
UNC119,-0.10987472229608919,4.0623357033210455e-4
CECR5,-0.12326156038941427,4.0623357033210455e-4
DNAAF2,-0.10368421802266692,4.0656441436570147e-4
TIMM22,-0.13418904023507405,4.0835993559611605e-4
SUPT5H,-0.13277753996313368,4.0881704902455705e-4
CDC27,-0.11811025642340844,4.096409495798725e-4
APIP,-0.10712912482041226,4.1128728406332444e-4
HNRNPC,-0.12992373499032173,4.1140454620586513e-4
BRD2,-0.1542554876590696,4.1140454620586513e-4
DAAM1,-0.12192416736253975,4.122067212389138e-4
LIN7B,-0.08312406566864805,4.1279868929600436e-4
TAF9B,-0.09183437746865408,4.139315337368541e-4
B4GALT7,-0.14290496381426898,4.16501495822432e-4
SOX12,-0.07764288461736246,4.179136170193171e-4
CEP41,-0.09794459045705572,4.1803431349788744e-4
CREB3,-0.14504384126858305,4.200035659084851e-4
AMD1,-0.14847418062498186,4.205499667112575e-4
AEN,0.12749036573269024,4.228432000611293e-4
HDGFRP2,-0.10870090469875127,4.2314240491096223e-4
GDE1,-0.15255248699033253,4.2814989042918574e-4
AP2S1,-0.12117089638236767,4.291309285841371e-4
SRA1,0.15521173240903963,4.291309285841371e-4
SULF2,0.0961658448760172,4.368287353572998e-4
LINC00662,-0.11005829493436092,4.369890234121949e-4
RCAN3,-0.09065087760326485,4.395398362691571e-4
ARID1B,-0.08406281975273622,4.4187680841483714e-4
TAPBP,-0.14764614172738533,4.422182047079428e-4
DESI2,-0.136119411876634,4.427113171765006e-4
DCK,-0.09126307620289875,4.4342910692617214e-4
ANKRD16,-0.07920854223789853,4.4342910692617214e-4
BOLA3,-0.14133466222461433,4.437396123883817e-4
RFWD3,-0.10660413439113459,4.4427877061901987e-4
LRRC47,-0.10944020073574112,4.4449278333174756e-4
MPC1,-0.12985705155412486,4.477824081540271e-4
RDH11,-0.12821386425457337,4.477824081540271e-4
MUS81,-0.12346406993096082,4.4859011140520425e-4
TYRO3,-0.08265294697395031,4.4859011140520425e-4
RPLP0,-0.05661069774001426,4.513974876853321e-4
THAP9-AS1,-0.10909794562709774,4.5153304944706775e-4
DYNLT1,-0.145047163860478,4.550169885867588e-4
APPL1,-0.13306729767118863,4.5654781549894395e-4
CARS2,-0.13605083166635445,4.5760207830962467e-4
EPS8,-0.11543475526232427,4.5760207830962467e-4
LRRC58,-0.1307599470056564,4.5856087014119857e-4
SYNE4,-0.07517232477690872,4.5886305798268295e-4
SEC14L1,-0.1279502978328777,4.601882953456823e-4
LZTS2,-0.08182566623490839,4.6024774941191284e-4
GS1-251I9.4,-0.1505448062366339,4.6246280381657284e-4
RHEB,-0.13868273126035113,4.6427539298677045e-4
WDR54,-0.12989369293235598,4.6712693266961217e-4
MRPL54,-0.1520259122174421,4.721072445496789e-4
NKTR,-0.12912605514341724,4.7242441206971894e-4
GCLC,-0.08621586765710809,4.725128900977951e-4
C7orf73,-0.14417302129921605,4.725128900977951e-4
GBAS,-0.13159654315203895,4.7418068586079724e-4
MYBBP1A,-0.0926287671356949,4.75068374221598e-4
SNX5,-0.15124075629101874,4.75068374221598e-4
DDX17,-0.14964559011635448,4.75837264117772e-4
CASC7,-0.11358331235922492,4.767757783589909e-4
NRP2,-0.11479855948731821,4.7688161368708977e-4
EEF1A2,-0.11785584960121831,4.7746864825803145e-4
XPOT,-0.09693999058981984,4.782203309124824e-4
EHMT1,-0.10694253114154506,4.787483498544353e-4
MYO6,0.09798223457365474,4.787483498544353e-4
TMEM98,-0.09215200777557353,4.7974465242168297e-4
COMT,-0.1425615817716528,4.800439500769195e-4
FASTK,-0.14965520849132208,4.8141397631440094e-4
PEF1,-0.12991445033040172,4.948567231686636e-4
AP006222.2,0.1132837405789271,4.975400535018722e-4
CEBPG,-0.14297459837284965,4.988503858856624e-4
TRIM11,-0.09512348808929438,4.988503858856624e-4
SMARCA5,-0.12651425206033196,5.018778290141313e-4
WDR43,0.13808744777855697,5.025685174562296e-4
FZR1,-0.09042249442343397,5.038955196060206e-4
C17orf58,-0.11585566355972521,5.040624098088055e-4
TMEM256,0.1495795391936241,5.044887135584923e-4
XPC,0.09395547786836644,5.055213787063708e-4
TMX2,-0.14583923584050407,5.068897584961818e-4
DMWD,-0.12116443032074198,5.077770823328232e-4
CASP8,-0.11232366878133249,5.088970889348129e-4
MTMR4,-0.08987390688023211,5.123088478396964e-4
WBP5,-0.14286473607782924,5.126866476893734e-4
C19orf55,-0.09226413186700544,5.141384659890884e-4
P2RY2,-0.08540015952162872,5.141384659890884e-4
UBXN11,-0.07640135310459062,5.141384659890884e-4
MMS22L,-0.0898125538538821,5.228260152969083e-4
HIGD2A,-0.1294960352250687,5.238557753203591e-4
G3BP1,-0.14683575842117147,5.259006415956522e-4
PSRC1,-0.09313147870850713,5.281313424143606e-4
API5,-0.1031549823306186,5.330842269786487e-4
SRRM1,-0.1518039922480119,5.359265804176467e-4
SCO1,-0.09950928839016271,5.362052021213308e-4
CREM,-0.13205574895987393,5.369464114980585e-4
CDKN2D,-0.11817315136339523,5.411883709390685e-4
TUBGCP4,-0.09041164212352015,5.474390139237874e-4
GLYR1,-0.10527321557221381,5.479615269333042e-4
MAPK9,-0.11526886277624371,5.479615269333042e-4
TNRC6B,-0.117366829751675,5.512582735292978e-4
C1orf216,-0.07762147771192485,5.523229296287329e-4
ATMIN,-0.12408776056283166,5.550825600581857e-4
NUPL1,-0.09428203974789184,5.559566843134832e-4
RWDD4,-0.14655722343404332,5.575696211687648e-4
MYH9,-0.15228984878673746,5.579831937896323e-4
LSR,-0.1339652684566106,5.579831937896323e-4
PSMB6,-0.14023336793015595,5.617872161573125e-4
SSH3,-0.08598335038000826,5.657478972033539e-4
RMND5A,-0.0921985834107657,5.666979699690725e-4
CIT,-0.08083344153138938,5.67894251784111e-4
RAC1,-0.0965478363087442,5.691495765930103e-4
OGFOD3,-0.11908849084543682,5.696412044409613e-4
VPS26B,-0.11348909650750727,5.704671124229371e-4
DPH7,-0.10903081660421599,5.709540623932418e-4
C19orf52,-0.10573945055369816,5.729356399989789e-4
NR2F1,-0.08755237525970028,5.738000463664475e-4
C1orf43,-0.13536548603765208,5.760574068457861e-4
CCDC92,0.10448605820472956,5.772186915164365e-4
PLEKHA3,-0.137910792836605,5.776861125705271e-4
RRAS,-0.14578451886818833,5.776861125705271e-4
FBXW7,0.09740509358535387,5.831054580293546e-4
DNAJC19,-0.14447554714836386,5.939994821613817e-4
SF3A1,-0.11857931444339087,5.940944797458013e-4
DCPS,-0.10402121455910596,5.944733993970918e-4
ATG12,-0.1436849770391202,5.982381588601346e-4
REXO2,0.15191056834656713,5.993592936889594e-4
RNF167,-0.14762427186153282,6.052724486399643e-4
SRSF5,-0.15211640257802284,6.149533564085358e-4
TMEM251,-0.1372432041656717,6.152873413069851e-4
DHTKD1,-0.08206183939777745,6.157313861001929e-4
MYL9,-0.13100643898922293,6.163750710484083e-4
RPS4Y1,0.08620298893628497,6.164252904085903e-4
B4GALT3,-0.1300587374718054,6.193032261433958e-4
TGS1,0.12480839636826335,6.19780491377753e-4
FKBP14,-0.08217335201785136,6.221647492892886e-4
GBA,-0.09987416967627905,6.314900603102595e-4
WDR74,-0.1372595619509518,6.314900603102595e-4
PDCD2,-0.14924521294930404,6.329382722602263e-4
ARAF,-0.10848454376549821,6.329382722602263e-4
HNRNPA1,-0.12642607425946917,6.330445374056221e-4
TCTN3,-0.10431773258279708,6.341094397076509e-4
CMTM7,-0.12758309200477758,6.349475944498642e-4
PRRC2B,-0.11578656789832831,6.371114423928518e-4
ACP1,-0.13729634822994363,6.401600672304365e-4
SNRPD2,0.12145657724237324,6.417974254151145e-4
ACOT13,-0.1255766867671193,6.426884550246495e-4
BRMS1,-0.14416793729794808,6.513441102624072e-4
SRSF6,-0.14349244227709956,6.569479527050756e-4
CHMP4B,-0.14304136440496595,6.57411620947864e-4
INF2,-0.11256949776812952,6.578067822121387e-4
BTBD7,-0.11043907333767944,6.578067822121387e-4
SEPN1,-0.09222955228402441,6.587563039492245e-4
PPCDC,-0.09133589318000457,6.592100994836326e-4
CD55,0.09534476567107486,6.631470439415068e-4
LINC00094,-0.09952459830108751,6.735898784201969e-4
SUV39H2,-0.09030071349790258,6.796404149995972e-4
DIAPH1,-0.13098523477651725,6.797148779888545e-4
NUP50,-0.1200691495451629,6.801227018863954e-4
RPL21,0.05818487240456882,6.811982658756178e-4
CRK,-0.1422739012899905,6.819390829188203e-4
RPL17,-0.14220098004734627,6.828378240423666e-4
FAM229B,-0.1058393931992887,6.828378240423666e-4
MOSPD3,-0.11791409385807405,6.843875372405341e-4
DCUN1D5,-0.1465655448074088,6.852818947833215e-4
TRIM69,-0.09225010959550417,6.879660206331992e-4
FAM200B,0.14745067843562687,6.902788166640849e-4
DHX29,-0.13897530457410223,6.930932060670322e-4
PNP,0.11232981934269137,6.98884163677268e-4
DDX3X,-0.13431431256361925,7.046715213381016e-4
BEND6,-0.07979185096165331,7.074990145136281e-4
NDUFA3,0.1475876429668368,7.074990145136281e-4
NCKAP1,-0.12953023635247618,7.088508077620528e-4
STX18,-0.09003988761298487,7.090099239866832e-4
ZBED3,-0.07673253655752976,7.14780837750685e-4
CDCA2,-0.07742902998980483,7.153524284453411e-4
SLC39A9,-0.09845113559741758,7.185875352232259e-4
TFCP2,-0.07027078379867113,7.213689670428259e-4
MRGBP,-0.14327632160406623,7.215725746701777e-4
INTS6,-0.08525400393867866,7.337801961500822e-4
NDUFC2,-0.1292775044802319,7.337801961500822e-4
CENPL,-0.09386753305235196,7.353204689177267e-4
PPP2R5D,-0.0825918213261243,7.356354238392516e-4
ADI1,-0.14728944331221072,7.356460388124012e-4
SMIM10,-0.07474908036851691,7.384583174940547e-4
COTL1,-0.13983035626427043,7.387531537190102e-4
GAK,-0.08580956472974233,7.417736017249692e-4
AHNAK,-0.14524595471139268,7.428099577268311e-4
EFCAB2,-0.08807480750965002,7.430303648545699e-4
PCNXL3,-0.07904292305450777,7.457139330566071e-4
RWDD2B,-0.08269003863128521,7.460521230945474e-4
CSNK2A1,-0.12966073309439974,7.460521230945474e-4
RCOR3,-0.08360593167676189,7.476504079725293e-4
IARS,-0.12822538656766458,7.50342987380567e-4
MRPS35,-0.13837654215614137,7.511064567807602e-4
FAM57A,-0.10316018887036371,7.514607529279493e-4
CCDC66,-0.11161804262107644,7.524733375855416e-4
AHCTF1,-0.09032477178623566,7.554280744670118e-4
C16orf52,-0.10639433612778504,7.554280744670118e-4
SMAGP,-0.12963815079303487,7.554280744670118e-4
MRPL21,-0.14136389135157756,7.557509167884868e-4
MIR22HG,0.08445074878499792,7.557509167884868e-4
QRICH1,-0.0790664184530856,7.579730132744764e-4
NRD1,-0.13384516717504802,7.583674242906221e-4
TRIT1,-0.08150423066124635,7.604447111815788e-4
SLC20A1,-0.10751867253413483,7.64050124469187e-4
MEF2BNB,-0.1275444650836759,7.697235096644156e-4
NCK2,-0.09921847440848008,7.861580975003036e-4
UBIAD1,-0.09661532774865034,7.996799894339861e-4
ANKRD11,-0.14692325727769262,8.03272687629168e-4
HP1BP3,-0.138288350663756,8.067757885966804e-4
NDRG3,-0.09522647517686256,8.091746111978937e-4
MRPL50,-0.13418039599801634,8.093625538163688e-4
SDCCAG3,-0.12793968137318235,8.093625538163688e-4
SDCCAG8,-0.12481003298075244,8.119753201666982e-4
EEF1D,0.08811825828463604,8.163455917143857e-4
SAP30,-0.09621043570302579,8.19089221135931e-4
YIPF4,-0.11400200904266367,8.210053241951295e-4
NUMBL,-0.07023657125396632,8.267014171721404e-4
TTF2,-0.09295537810807986,8.277758224687038e-4
ITSN1,-0.0931477255130817,8.286247533112197e-4
GLOD4,-0.10953890695980562,8.305142575912874e-4
LAMTOR5,-0.12506427794530772,8.316062795289818e-4
RPA1,-0.11353964934774918,8.345410187662387e-4
SPRED1,-0.07625534162547609,8.410136849298667e-4
SMIM4,0.12472765422705123,8.428823652035321e-4
PFKP,0.12418374050964243,8.435839717643174e-4
YWHAZ,-0.11617407543068836,8.435839717643174e-4
PSMB2,-0.1453003157268702,8.455443002973751e-4
CDR2,-0.08647998706230808,8.476404484839046e-4
RP11-545E17.3,-0.10086406005983406,8.529144251684117e-4
PIGQ,-0.09006560562975352,8.616831102234434e-4
RP11-490M8.1,-0.0772937601775352,8.625038509943383e-4
PITPNA,-0.12290751726741611,8.625536548809301e-4
GNL3,-0.13852167742216182,8.656809553827758e-4
BECN1,-0.13176671007216267,8.670451557917632e-4
INADL,-0.07324651595217446,8.684107194964843e-4
PEX2,-0.11483567687747165,8.705823023933999e-4
MYCBP2,-0.1216921717544528,8.725890985589415e-4
PREB,-0.12972857030281126,8.738566176025582e-4
CISD1,-0.14557613349299103,8.761931108856788e-4
SLC25A23,-0.10522960991962904,8.811881636521611e-4
CAV1,0.13896041022713845,8.893769190267678e-4
FADD,-0.13116331399279257,8.893769190267678e-4
CPSF6,-0.11720381184430728,8.893769190267678e-4
PARN,-0.08037364848892281,8.908885788586323e-4
GOLPH3,-0.12246864092657983,8.934082578820427e-4
LINC00998,-0.1387725925702501,8.986230405799811e-4
GLT8D1,-0.10236619057762297,8.989007674784156e-4
EIF2B5,-0.10856500090821086,8.994049342292002e-4
ACTL6A,-0.12036065799191586,9.00595835145352e-4
NLE1,-0.087126230571128,9.024067672472715e-4
ZNF655,-0.12520102819745382,9.024067672472715e-4
ARFGAP2,-0.1061928177906255,9.026639666550446e-4
OGT,-0.08594011019189107,9.087692688342686e-4
TMEM80,-0.08793935452925083,9.087692688342686e-4
CNOT3,-0.1020640304720537,9.12344920138697e-4
AK1,0.15080299076868986,9.148159946346382e-4
ACBD6,-0.12810831623917807,9.214334459897318e-4
PLAUR,0.13113486960595733,9.280176258719474e-4
MARS,-0.09419349885555217,9.288236374523253e-4
SUPT16H,-0.1325223748772979,9.292432122213341e-4
MED21,-0.12472031725625854,9.352661778814211e-4
MAVS,-0.08234206512930697,9.353133344653649e-4
PTPRE,0.09629771616247673,9.389002092289404e-4
SIRT7,-0.12388132388083406,9.499130822855061e-4
PPIP5K2,-0.08102444476804305,9.56151367530132e-4
CDK2,-0.09051086239503103,9.608917366591655e-4
MNS1,-0.0823413322291664,9.617845770052072e-4
SLC12A2,-0.0960683657048147,9.647158556403797e-4
STRN4,-0.10053037034916734,9.655500578457485e-4
VWA1,-0.0881705406854536,9.66626277920013e-4
CRCP,-0.10511743019196551,9.723270914581161e-4
DNAJC2,-0.14109409143950113,9.74127147930896e-4
CCDC124,-0.1440811002809408,9.741456637835699e-4
SMC5,-0.10105372955283976,9.756948371712514e-4
LEPROTL1,-0.11745634253397341,9.805343409914128e-4
SASS6,-0.07865894330032397,9.81376419524991e-4
HSBP1L1,-0.12614987908951658,9.81376419524991e-4
PDK2,-0.08693522640823037,9.854625259595573e-4
ATIC,-0.11762161725601139,9.854625259595573e-4
NOTCH2,-0.10895102703734683,9.887488492822893e-4
ABCD4,-0.0911198887490654,9.983221711690013e-4
ZFAND2B,-0.12584922326249792,9.996845969562128e-4
INTS10,-0.1267989670264864,0.001000366784972909
SDHAF1,-0.11543383772108129,0.0010054211862060491
MRPS33,-0.1414886170303129,0.0010054211862060491
DICER1,-0.10462639717873401,0.0010088990790195014
DPYSL2,-0.1039431906572279,0.0010123299652316274
C12orf75,-0.148026974985485,0.001020406901231817
DDX55,-0.09378716114428975,0.0010226594094891325
KAT6A,-0.07503086605152198,0.0010250596979264584
C12orf10,-0.13432386312326727,0.0010354309926724268
MLEC,-0.13755423750704487,0.0010354309926724268
PINX1,-0.08891837057711083,0.0010366335977897623
RBM26,-0.11364957382819263,0.0010390073590362807
YLPM1,-0.09296218292363445,0.0010407591093314894
ZNF609,-0.07651560389369383,0.0010453211207960187
CD3EAP,-0.12568335729386249,0.0010473242697114156
PROSER1,-0.07947332831095277,0.0010582572200186333
PEX26,-0.10523616863581164,0.0010586343468898234
C19orf10,-0.12178665162887281,0.0010586343468898234
RNASEH1-AS1,-0.12113781891145248,0.0010705151538070192
TPM4,-0.13280436796333728,0.0010920486189721467
JAGN1,-0.13748696342431188,0.0011009688668852258
RBFA,-0.10962969684668789,0.0011055686717784225
UBE2D3,-0.12061795619485238,0.0011068579699947969
FBXO44,0.07338903213349202,0.0011096581106999886
NAP1L1,-0.11904265213168941,0.0011111756260066528
KLHDC10,-0.0867662254067314,0.0011111756260066528
USP16,-0.14347307468801507,0.0011127598051962587
ARHGAP5,-0.11404039897453178,0.0011163648930353962
SEC61B,0.10085940895462642,0.0011172299974236207
GYPC,-0.08781676424626816,0.0011184445409787662
PITHD1,-0.12223420152650721,0.00111899442909534
PPP1R14A,-0.07617227245924063,0.0011211914510076632
SCAF11,-0.13701163767444768,0.001129020744390159
AP1G2,-0.07200667301934693,0.001129020744390159
GNG5,-0.107284787190288,0.0011321769615522915
TARS,-0.12944115405954992,0.0011321769615522915
ZDHHC4,-0.13921850844017492,0.00113267693903777
COPZ1,-0.14379393822978326,0.0011420785813646536
MXD4,0.12941892214069295,0.0011432092005944842
CHTF18,-0.06888081464891194,0.0011443637204952392
MANEAL,-0.08116552999793658,0.0011459292670753128
MYD88,-0.08022047151308076,0.0011470700289066445
PRPF19,-0.11712020871885187,0.0011517783738026592
CCDC104,-0.11873851718708117,0.0011567176174405904
ARHGDIB,-0.11008618746894072,0.0011597847969916741
CDKN1B,-0.0839966082336625,0.0011597847969916741
PKP3,-0.11027757005906835,0.001159815603090704
ZNF148,-0.11582737114142283,0.0011702899150648892
CSTA,0.07376562687618016,0.0011756807063141668
PRKACB,-0.06730460728434196,0.0011799607859171136
DDX49,-0.11515689481387259,0.0011865474389338728
CCDC82,-0.08389179606316421,0.0011933547325468467
CCDC6,-0.10358267299945734,0.0011953794363182637
NCAPG,-0.07504244641519797,0.0011995875586792674
ELF2,-0.08621485324527267,0.0012024609943647206
DIDO1,-0.10364839525190828,0.0012040023721732634
OTUD4,-0.0868568828581413,0.0012040862092886594
EDN1,-0.09140448022972247,0.0012040862092886594
PRRG4,-0.09642587905829902,0.0012107641620812276
WDR6,-0.09039484200478043,0.0012146360828346537
PTPN18,-0.10128754398467343,0.0012155885448272116
ATAD5,-0.08221037104526374,0.001218275655888844
CDC123,-0.1344481057650695,0.0012209019296610822
RSPRY1,-0.10044395543779583,0.001222168664616009
STXBP3,0.07672097843222137,0.0012416675657827008
RSRC1,-0.13375593410184283,0.0012456200676606423
DNAJB12,-0.09544085579979811,0.0012489967027338878
FAF1,-0.11845194404026316,0.0012520321233505508
SAP30L,-0.11415479267818007,0.0012549277310200475
THEM4,-0.09791671899152288,0.00125876306060207
IRF2BP1,-0.0745534744264944,0.001264313022042762
RNF115,-0.12011755486517384,0.001264378738732192
RBMS1,-0.13309880961968812,0.001264378738732192
NCK1,-0.09457282453643323,0.0012647507206964954
SLC25A28,-0.07113015782130994,0.0012778140799557865
CDC45,-0.07387868036313439,0.0012782782811896565
PPP1R15B,-0.07417545831426864,0.0012856070226812167
HSBP1,-0.1052199896172521,0.0012871938685835584
MRPS18A,-0.13252981340605796,0.001290804907450999
GNG12,-0.13555839371584266,0.0012923344480630723
FBLIM1,-0.09004276940748301,0.0012923344480630723
POM121,-0.10649447749276586,0.0012945112381985517
EIF4B,-0.13904089759207228,0.0012951652682221175
FKBP5,-0.07418426423757829,0.0012963990498783852
PPP2CA,-0.13732921611167193,0.0013014324136978984
RGL2,-0.09085343159310533,0.0013022974783034726
PDS5A,-0.12204365596482081,0.001303972703951287
SART3,-0.07010979953903806,0.0013138245532564713
PGM2L1,-0.07007436880095597,0.0013203136264630358
SLMAP,-0.10897606179098496,0.0013223452314335658
RFXANK,-0.11604498241684968,0.0013236949021079778
TMED9,-0.12988335967168307,0.0013236949021079778
NGLY1,-0.09664315576315641,0.0013238952394472338
TSNAX,-0.10032838166456948,0.0013292890883418035
PIGS,-0.09406229889281548,0.0013304934965325448
MAP2K7,-0.11167680588659401,0.0013304934965325448
ZNF512B,-0.07179890581382686,0.0013304934965325448
AAMP,-0.12054200367382162,0.0013368043956811166
ARID2,-0.07414451524812815,0.0013406017813764929
S100B,-0.06726182397737457,0.0013408073142081494
TLN1,-0.13108401591179764,0.0013422353751281755
FOSL1,0.14489212725749745,0.0013428900358780002
THAP3,-0.07966037636020573,0.0013473725966131054
EP400,-0.08425663627946278,0.0013506225714353035
ZDHHC18,-0.07463505426748007,0.0013534809166789112
MTIF2,-0.11210340576032607,0.0013554471173918487
TRIB3,-0.12027201069857352,0.0013651970090407869
SLC44A1,-0.10585611914611892,0.0013681668477678707
VAT1,-0.12327915884900964,0.0014017097693642202
UCHL5,-0.10793727797607922,0.0014045795378774604
NVL,-0.0698402307620496,0.0014181147688538407
TIMM10B,-0.12259287783264305,0.0014240651599287998
DAPK3,-0.11249906506773666,0.0014315666167681986
HSPD1,-0.13739041709378075,0.0014318158171679498
VEGFB,-0.1161677963766703,0.0014372181947166702
WASF2,-0.14014655470147996,0.00143730604935549
RNH1,-0.13919238610367124,0.0014378207614561005
COQ7,-0.08070333123290752,0.0014416129215382922
PUS1,-0.11358283866404317,0.0014442304694849415
TRIM38,-0.0740743021434298,0.0014510102602599416
GAPDH,0.07417289388319581,0.0014518363949535286
BTF3L4,-0.13575482504722114,0.0014533708451088339
PPIA,0.0737879875365266,0.0014596600303296676
PRELID2,-0.08879419210932227,0.0014597456328608164
LMAN2L,-0.07047237820922536,0.0014645522088118598
PRCC,-0.12154107025338767,0.0014674674364180765
PSMD9,-0.09376445264132371,0.0014733497462220944
MAP1B,-0.12011216182622153,0.0014750521026668285
CENPQ,-0.06691955730182642,0.0014872496135404666
SDHAF2,-0.12762513334790526,0.0014882350817065854
CRYZ,-0.08390794415632197,0.001493312284685293
NOC4L,-0.09735916821344581,0.0014945725679585903
CTHRC1,-0.09295213042195183,0.0014976205017808136
RALA,0.13902211629977934,0.0014982954563349698
MRPL24,-0.13342009235221042,0.001498486827731612
UBQLN4,-0.08598903396572943,0.0015245152613375024
KIF14,-0.06660480952037862,0.0015251938023507139
PBK,-0.1046686869419764,0.0015260442873628712
WRNIP1,-0.10993337420688931,0.0015269073330284493
PDE8A,-0.07483158025168901,0.0015275760885699373
MVK,-0.07177957849224459,0.0015284245268904107
STAT1,-0.11911641186515087,0.0015305341975129113
PRR14L,-0.07782803402451055,0.0015310779480083244
HDAC8,-0.09169319818440691,0.0015326067518875725
MRP63,-0.12356560878552081,0.0015387837680958985
MED22,-0.07534392750578967,0.0015388497997726432
RAB22A,-0.13391477287714348,0.0015396144229723057
APMAP,-0.12330191335550111,0.0015397827234303724
EPB41L1,-0.0704255607241997,0.0015453982818299885
FBXO2,0.08152532010948477,0.001546962342839612
NR2C2AP,-0.114879879008841,0.001548308197523854
KIAA1143,-0.10950899904482014,0.0015567059316779193
SLC39A10,0.08056335942192216,0.0015567059316779193
PPP1R11,-0.1400259221165454,0.00156277857369564
TCF7,-0.07644035523405357,0.0015637673291483223
RNF220,-0.12045946831310328,0.0015658546987444323
FRG1,-0.10088572321313372,0.0015756969287389194
HIST1H2BD,0.09124871742155705,0.0015783122810984706
CMTM6,-0.12850519772158897,0.0015797143694496456
NCAPG2,-0.07264860771629866,0.0015829194790617062
APEX2,-0.091759964768106,0.001583567453039587
HS2ST1,-0.06891857443710148,0.0015844136038049225
XIST,-0.06580686186036111,0.0015867100794551038
ACD,-0.10369088020346595,0.0015960839849768504
CCT2,-0.1417701873737549,0.0016044438369060372
C16orf91,-0.11985912058989268,0.001611755429609657
ATP6V1F,0.1170589929433179,0.0016135964689213149
RALGDS,0.07349294991081479,0.0016231804975096352
LANCL2,-0.06615598012456214,0.001623182591330778
ANAPC10,-0.09374013381634061,0.0016263831675050835
CSRP2,-0.10208089169221335,0.0016263831675050835
WDR82,-0.10548871232558099,0.001632720322835583
BCS1L,-0.10150032593506264,0.0016331071481753333
ING2,-0.12356539631222585,0.0016331071481753333
MIEF1,-0.10824606871155495,0.0016331084941115595
KLC2,-0.10332542548477708,0.0016331084941115595
SCAND1,-0.13502431685140426,0.00163413053672523
EDC3,-0.07932383602446258,0.0016388818387928139
CRAT,-0.07844373230812707,0.0016667324004030564
AC093323.3,-0.09762727624492662,0.001667335198252796
DUS1L,-0.13781555713422922,0.0016696765200491879
ISOC1,-0.0807193850421486,0.001669971207230087
SAA1,0.08968872438564812,0.0016783326246067412
RHOF,-0.11730606042665048,0.0016835483923687753
MRPL32,-0.13694808496489586,0.0016907154489675482
HOMER1,-0.09302879560954658,0.001694077016309178
THRA,-0.06932805365322281,0.0017041316338982722
ADRBK1,-0.09884070503910092,0.0017072930117120087
RPGRIP1L,-0.07999742590894687,0.0017072930117120087
PIGC,-0.1064010454105837,0.0017105609021175368
R3HDM1,-0.09876933900106177,0.0017118270647683523
SMIM13,-0.1229536261374431,0.0017138352640540607
STMN3,-0.10162953538822705,0.0017259696697623753
RNF145,-0.13562283705996236,0.001726639700227034
AFTPH,-0.07627722342393639,0.0017267057534845766
USP10,-0.11455881889192998,0.0017271848940218508
CBFB,-0.12260012415555277,0.0017283000792080747
TMPO-AS1,-0.08259164035145616,0.0017293122938717722
SPCS2,-0.13430804827826215,0.0017402624578372067
PARL,-0.13358549072000514,0.0017402624578372067
GPS1,-0.13137221470778027,0.0017435740174055173
SH3KBP1,-0.11716511491724546,0.0017654837774793576
TMEM230,-0.12610863441025622,0.0017752064127493942
HSCB,-0.10222092622054024,0.0017841558357631429
CCNE1,-0.10066342682890461,0.0017919293121578875
ZNF75A,-0.09574413917104785,0.0017919293121578875
CTSA,-0.1235019428433004,0.0018055986185986559
CCNY,-0.09829670313076555,0.0018076235905017247
LOXL1,-0.08502388683208917,0.0018111288377982405
ACLY,-0.12240671258802305,0.0018129929578506166
NOP10,0.099715845397645,0.0018135872054586709
CTBP1-AS2,-0.06934402916361382,0.0018157976888064048
FOPNL,-0.11540593109126096,0.0018250609607557355
TGFBR1,0.08067724979241575,0.001825654812532383
GTF3C5,-0.10464582941843759,0.001827356404062959
TRAPPC4,-0.12171149924688685,0.0018343830793064652
MCM8,-0.06891298602030371,0.0018524777031205262
ASB6,-0.06524088750129753,0.0018533685532685145
TPM3,-0.11711905376110288,0.0018533685532685145
C17orf62,-0.11270652239392298,0.0018620510584241071
TSSC4,-0.1323480465359239,0.0018705258885666533
CCDC86,-0.12096723829129985,0.0018705258885666533
IBTK,-0.09164955448779111,0.001880688633318513
UBE2J1,-0.12575934558203183,0.0018892500710211782
WASL,-0.10270896878579094,0.0018954815809854024
HIATL1,-0.10834027111814581,0.0018969427312861592
BAMBI,-0.0848293190441467,0.0018990794276497033
EIF3H,0.12847082931277853,0.0019110732158460879
PPIL1,-0.10749429573426106,0.0019156766297403595
ATP11C,-0.07359957720885468,0.0019183485824393607
